iter	RMSE
146	0.02862028439
147	0.02860930711
148	0.02859842243
149	0.02857933499
150	0.0285697357
151	0.02855446918
152	0.02854114929
153	0.02853455966
154	0.0285131297
155	0.02849558966
156	0.0284816039
157	0.02844488809
158	0.0284249413
159	0.02841543604
160	0.02839527552
161	0.02838429611
162	0.02836768585
163	0.02834805723
164	0.02833849732
165	0.02832474351
166	0.02830457037
167	0.02829120127
168	0.02828076833
169	0.02827433689
170	0.02826691896
171	0.02823365959
172	0.02822065875
173	0.02821179007
174	0.02820272928
175	0.02819535364
176	0.02817761725
177	0.028165429
178	0.02814913972
179	0.0281310183
180	0.02812053445
181	0.02809536517
182	0.02808237273
183	0.02807071323
184	0.02805937792
185	0.02805004875
186	0.02803670823
187	0.02801893194
188	0.0280026516
189	0.02799552008
190	0.02798086249
191	0.02796414561
192	0.02795228513
193	0.02793024966
194	0.02791560656
195	0.02790093719
196	0.02789337076
197	0.02788688366
198	0.02787438368
199	0.02785891772
200	0.02785268143
201	0.02784648162
202	0.02783050966
203	0.02782399666
204	0.02781535909
205	0.02779516316
206	0.02778560712
207	0.02777641238
208	0.02776573392
209	0.02775127798
210	0.02773792949
211	0.02772555894
212	0.02771578475
213	0.02770589382
214	0.02769252492
215	0.02768248745
216	0.02767278196
217	0.02765662681
218	0.02764308743
219	0.02763346638
220	0.02762492628
221	0.02761481727
222	0.02760632656
223	0.02759957127
224	0.02759627489
225	0.02758884371
226	0.0275746365
227	0.02756635607
228	0.02755107184
229	0.02754114379
230	0.02753207085
231	0.02752712306
232	0.02752398571
233	0.02751532505
234	0.02750753899
235	0.02750141615
236	0.02749031085
237	0.02747744767
238	0.02746510433
239	0.02745308097
240	0.02744376824
241	0.02743349682
242	0.02741482041
243	0.02740347759
244	0.02739556828
245	0.02738420584
246	0.0273721924
247	0.02735874953
248	0.02734572282
249	0.02733971524
250	0.02733027287
251	0.02732299961
252	0.02731008623
253	0.02729756429
254	0.02728780933
255	0.02727665058
256	0.02727253376
257	0.0272668815
258	0.02725543222
259	0.02724416859
260	0.02723319793
261	0.02722162053
262	0.02721489829
263	0.02720156047
264	0.02719600868
265	0.02718631781
266	0.02718216123
267	0.02715708861
268	0.02714851049
269	0.02714091933
270	0.02712933396
271	0.02712415864
272	0.02711823753
273	0.02710768034
274	0.02710092141
275	0.02709631513
276	0.02708425098
277	0.02707356697
278	0.02706758335
279	0.02705749354
280	0.02704993081
281	0.02703991936
282	0.02703064868
283	0.02702392607
284	0.02701724288
285	0.02701243876
286	0.02700549326
287	0.02698936151
288	0.02697218834
289	0.02696688608
290	0.0269500923
291	0.02694046302
292	0.02693042348
293	0.02692016176
294	0.02690834679
295	0.02690305755
296	0.02688989564
297	0.02688179278
298	0.02686510201
299	0.02685596924
300	0.02684485387
301	0.0268388316
302	0.02683200776
303	0.02682418825
304	0.02681340684
305	0.0268048208
306	0.02679310116
307	0.02678747278
308	0.02677353904
309	0.02675951929
310	0.02675105819
311	0.0267432735
312	0.0267387395
313	0.02673217033
314	0.02672504618
315	0.02671791501
316	0.02671071972
317	0.02670076118
318	0.02669242314
319	0.02668421998
320	0.02668028129
321	0.02667114251
322	0.02666491875
323	0.02665750659
324	0.02665431329
325	0.02664968959
326	0.02663095984
327	0.02662189753
328	0.0266168748
329	0.02660627059
330	0.02659845975
331	0.0265947843
332	0.02657952829
333	0.02657333699
334	0.02656752962
335	0.02655757152
336	0.02653610969
337	0.02652998958
338	0.02651806235
339	0.02651175143
340	0.02650696831
341	0.02649656998
342	0.02649319861
343	0.02648312045
344	0.02647731664
345	0.02647424565
346	0.02646886025
347	0.02646412957
348	0.0264597459
349	0.02645381732
350	0.02645051479
351	0.02644303995
352	0.02643719135
353	0.02643207951
354	0.02642801383
355	0.02641226759
356	0.02640190802
357	0.02639161612
358	0.02638507545
359	0.02637802229
360	0.02636953992
361	0.0263623004
362	0.02635269961
363	0.02634914688
364	0.02634288483
365	0.02633491679
366	0.0263251466
367	0.02631849021
368	0.02630602828
369	0.02630145837
370	0.02629592934
371	0.02628389257
372	0.02627803775
373	0.02626237224
374	0.02625757232
375	0.02624946014
376	0.0262391366
377	0.02623167064
378	0.02622368201
379	0.0262169845
380	0.02621510027
381	0.02620526862
382	0.02619603694
383	0.02618901101
384	0.0261809444
385	0.02617211943
386	0.02616858951
387	0.02616227944
388	0.02615510933
389	0.02615242321
390	0.02614743781
391	0.02613775217
392	0.02613250635
393	0.02611452911
394	0.02610263188
395	0.02609116106
396	0.0260858374
397	0.02608225043
398	0.02607150216
399	0.02606910055
400	0.0260650596
401	0.0260591125
402	0.02605390935
403	0.02605145949
404	0.02604607285
405	0.02603587932
406	0.0260274162
407	0.02602217271
408	0.02601327244
409	0.02600867584
410	0.02599245223
411	0.02598880765
412	0.02598123267
413	0.02597340212
414	0.02596285112
415	0.02595607208
416	0.02594876427
417	0.0259422327
418	0.02593420575
419	0.02592758932
420	0.02592159584
421	0.02591640689
422	0.0259124276
423	0.02590879309
424	0.02590383502
425	0.02589366819
426	0.02588095595
427	0.0258757844
428	0.0258726926
429	0.02586517307
430	0.02586239375
431	0.02586014029
432	0.02585438216
433	0.02584881541
434	0.02583877752
435	0.02583228909
436	0.02582825213
437	0.02581471747
438	0.02580877469
439	0.0258001059
440	0.02579445042
441	0.02578533933
442	0.02577872682
443	0.02577364758
444	0.02576778747
445	0.02576134488
446	0.0257533995
447	0.02574710878
448	0.02574096172
449	0.02572879367
450	0.02572240775
451	0.02571740028
452	0.02571256022
453	0.0257056228
454	0.02569767299
455	0.02569181875
456	0.02568714808
457	0.02568085345
458	0.02566919335
459	0.02566345291
460	0.02565892819
461	0.02565411463
462	0.02564218067
463	0.02563879836
464	0.02563574111
465	0.02563286844
466	0.02562091673
467	0.02561650894
468	0.02561054634
469	0.02559922685
470	0.02559517698
471	0.02558315491
472	0.02557496842
473	0.025564548
474	0.02555360594
475	0.02554202138
476	0.02553803784
477	0.02552660636
478	0.0255210519
479	0.02551765847
480	0.02550764086
481	0.02549966825
482	0.02549535927
483	0.02548687922
484	0.02548338903
485	0.02547964541
486	0.02547698692
487	0.02546032406
488	0.02545728761
489	0.02545310428
490	0.02544998416
491	0.02544667228
492	0.02543848824
493	0.02543439388
494	0.02542953236
495	0.02542439924
496	0.02541701739
497	0.02541433706
498	0.02541152486
499	0.02540977049
500	0.02540287819
501	0.02539112318
502	0.02538389466
503	0.02537593785
504	0.02537101612
505	0.02536283462
506	0.02535841106
507	0.02535317347
508	0.02534354005
509	0.02533139568
510	0.02532746131
511	0.02532237442
512	0.02530951295
513	0.02530808612
514	0.02530355687
515	0.02529552824
516	0.02528629736
517	0.02528328673
518	0.02528065682
519	0.02527196827
520	0.02526299419
521	0.02525876217
522	0.02525627979
523	0.02525276
524	0.02524627521
525	0.02524459516
526	0.02523939
527	0.02523539808
528	0.02522976674
529	0.02522473008
530	0.02521320906
531	0.02520685225
532	0.02520170118
533	0.02519289388
534	0.02518781992
535	0.02517809251
536	0.02517347795
537	0.02516940051
538	0.02516392155
539	0.02515973756
540	0.02515238498
541	0.02514909586
542	0.02514351591
543	0.02514002005
544	0.02513637382
545	0.02512165715
546	0.02511805837
547	0.02511137959
548	0.02510326733
549	0.02509718313
550	0.02509305044
551	0.02508440397
552	0.02507813447
553	0.02506899119
554	0.02506551552
555	0.02505861918
556	0.02505592845
557	0.02505132585
558	0.0250424516
559	0.02503851739
560	0.02503669462
561	0.0250289447
562	0.02501540977
563	0.02500784423
564	0.02500373072
565	0.02499731172
566	0.02499300926
567	0.02498491445
568	0.02497472222
569	0.0249695702
570	0.02496786752
571	0.02496482365
572	0.02496086796
573	0.02495716692
574	0.02494935224
575	0.02494112748
576	0.02493571416
577	0.02493284361
578	0.02492914696
579	0.02492549819
580	0.0249182382
581	0.02491540984
582	0.02491290876
583	0.02490361875
584	0.0248949999
585	0.02489195918
586	0.02488876333
587	0.02488556444
588	0.0248808634
589	0.02487876696
590	0.0248758108
591	0.02486847726
592	0.02486231736
593	0.02485668496
594	0.02485364189
595	0.02484687179
596	0.02484374373
597	0.02484092956
598	0.02483403345
599	0.02483065967
600	0.02482784011
601	0.02482311749
602	0.02481873237
603	0.02481546682
604	0.02481082209
605	0.02480511854
606	0.0247982926
607	0.02479504321
608	0.02479102946
609	0.02478030974
610	0.02477842247
611	0.02477612439
612	0.0247692607
613	0.02476479974
614	0.02475851602
615	0.02475590952
616	0.02475342999
617	0.02475084758
618	0.02474527898
619	0.02473711247
620	0.02473381971
621	0.0247248654
622	0.02471910077
623	0.02471689154
624	0.02470591642
625	0.02469728577
626	0.02469427454
627	0.02468249203
628	0.02467979156
629	0.02467624261
630	0.02467285209
631	0.02466835024
632	0.02466528463
633	0.02466385732
634	0.02465843938
635	0.02465456063
636	0.02464787958
637	0.0246335619
638	0.02463014417
639	0.02462701859
640	0.02461943635
641	0.02461297245
642	0.02461016744
643	0.02460886464
644	0.02459896683
645	0.02459459061
646	0.02458854877
647	0.0245845755
648	0.0245822046
649	0.02457582353
650	0.02457050197
651	0.02456644552
652	0.02456474928
653	0.02455727975
654	0.02455338653
655	0.02454382305
656	0.02453983497
657	0.02452816773
658	0.0245235648
659	0.02451790857
660	0.0245146231
661	0.02451193993
662	0.0245091497
663	0.02450406545
664	0.02450005452
665	0.02449705192
666	0.02448879767
667	0.02448631163
668	0.02448318261
669	0.02447627887
670	0.02447102881
671	0.02446771166
672	0.02446399198
673	0.02445792204
674	0.02445371146
675	0.02444827825
676	0.02444384583
677	0.0244379808
678	0.02443426411
679	0.02442630275
680	0.0244242749
681	0.02442057821
682	0.02441409302
683	0.02441042478
684	0.02440283365
685	0.02439945174
686	0.02439170785
687	0.02438819245
688	0.02437919672
689	0.02437596534
690	0.02436924124
691	0.02436613115
692	0.02436276802
693	0.02435986991
694	0.02435706459
695	0.02435340685
696	0.02435014709
697	0.02434852486
698	0.02434667111
699	0.02434248201
700	0.02433911337
701	0.02433595029
702	0.02433192297
703	0.02432942125
704	0.02432347542
705	0.02431932709
706	0.02431594512
707	0.02431360549
708	0.02430378028
709	0.02430115771
710	0.02429793878
711	0.02429548868
712	0.0242874922
713	0.02428471919
714	0.02428211949
715	0.02427966868
716	0.02427475936
717	0.02426958386
718	0.02426537476
719	0.02426272863
720	0.02426142506
721	0.02425542459
722	0.0242503936
723	0.02424583353
724	0.02424360218
725	0.02424067704
726	0.02423558279
727	0.02423106492
728	0.02422814144
729	0.02422478406
730	0.02421949878
731	0.02421334426
732	0.02420510994
733	0.02420303199
734	0.02419881349
735	0.02419549708
736	0.0241872981
737	0.02418538598
738	0.02417906355
739	0.02417407542
740	0.02417180927
741	0.0241659134
742	0.02416373437
743	0.02415926315
744	0.02415696626
745	0.02415498272
746	0.02415058717
747	0.02414530758
748	0.02414291825
749	0.02413705469
750	0.02413156988
751	0.02412699907
752	0.02412303578
753	0.02412154023
754	0.02411379348
755	0.02410960907
756	0.02410423651
757	0.02410075642
758	0.02409731037
759	0.02409243945
760	0.02408746305
761	0.02408133648
762	0.02407724569
763	0.02407452309
764	0.02406893427
765	0.02406891153
766	0.02406433787
767	0.02406382991
768	0.02406017694
769	0.02405739896
770	0.02405073454
771	0.02404753607
772	0.0240436458
773	0.02404097765
774	0.02403855135
775	0.02403643865
776	0.02403369563
777	0.02403262811
778	0.02403237108
779	0.02402730801
780	0.02402311319
781	0.0240192363
782	0.02401459837
783	0.02401071896
784	0.02400962984
785	0.02400838411
786	0.02400216488
787	0.02399674347
788	0.02398870048
789	0.02398431285
790	0.02398070861
791	0.02397253456
792	0.02396757453
793	0.0239640774
794	0.02395637175
795	0.02395467995
796	0.02395306249
797	0.02395033604
798	0.02394557975
799	0.02394042379
800	0.02393441576
801	0.02393091998
802	0.02392427318
803	0.02392072969
804	0.02391411093
805	0.02390892233
806	0.02390252501
807	0.02389912225
808	0.0238960593
809	0.02389410717
810	0.02389109476
811	0.02388603859
812	0.0238821298
813	0.02387791496
814	0.02387225283
815	0.02386932405
816	0.02386309451
817	0.02385984238
818	0.02385647472
819	0.02385076315
820	0.02384868459
821	0.0238450882
822	0.02384139409
823	0.02383566448
824	0.02383248659
825	0.02382949075
826	0.0238270476
827	0.02382412484
828	0.02382180967
829	0.02382007683
830	0.02381936304
831	0.02381627553
832	0.02381370351
833	0.02380711896
834	0.02380449744
835	0.02380235048
836	0.02379707737
837	0.02379474076
838	0.02379171254
839	0.02378437821
840	0.02378215729
841	0.02377925574
842	0.02377580967
843	0.02376624814
844	0.02376252735
845	0.02375728941
846	0.02375208298
847	0.02374683723
848	0.02373931376
849	0.02373617486
850	0.02373094668
851	0.02372345158
852	0.02372225117
853	0.02371928715
854	0.0237130018
855	0.02371057988
856	0.02370594484
857	0.02370109076
858	0.02369833487
859	0.0236915581
860	0.02369109203
861	0.02368705444
862	0.02368188676
863	0.02367787509
864	0.02367278665
865	0.02366937388
866	0.0236666368
867	0.02366244206
868	0.02366048526
869	0.02366036826
870	0.02365786875
871	0.02365553044
872	0.0236548285
873	0.02365201424
874	0.02364800394
875	0.02364439715
876	0.02364023505
877	0.02363900637
878	0.02363361677
879	0.02362742586
880	0.02362457412
881	0.02361951888
882	0.02361293364
883	0.02361014323
884	0.02360735631
885	0.0236063992
886	0.02360177078
887	0.0236007416
888	0.02359742383
889	0.02359417997
890	0.02359271115
891	0.02359236927
892	0.02359054764
893	0.02358634287
894	0.02358389031
895	0.02357897555
896	0.02357501742
897	0.02357278561
898	0.02356985369
899	0.02356578228
900	0.0235608142
901	0.02355778221
902	0.02355330232
903	0.02354975902
904	0.02354564581
905	0.02354326746
906	0.02353828248
907	0.02353826763
908	0.02353235398
909	0.02352894975
910	0.02352694723
911	0.02352330714
912	0.02352233769
913	0.0235199187
914	0.02351731128
915	0.02351660117
916	0.02351355
917	0.02351257663
918	0.02350854105
919	0.02350647313
920	0.0235033201
921	0.02350065097
922	0.02350034672
923	0.02349633843
924	0.02349363248
925	0.02349138999
926	0.02348874557
927	0.02348761479
928	0.02348500386
929	0.02348256143
930	0.02348222534
931	0.02348196547
932	0.02347969342
933	0.02347776606
934	0.02347289071
935	0.02346930884
936	0.02346820645
937	0.02346259164
938	0.02345782247
939	0.02345403774
940	0.02344866153
941	0.02344534771
942	0.0234437195
943	0.02343862633
944	0.02343722406
945	0.02343595051
946	0.02343410638
947	0.02343041643
948	0.02342584578
949	0.02342404643
950	0.02342260489
951	0.02341958449
952	0.02341694257
953	0.02341144231
954	0.02341035604
955	0.02340772245
956	0.02340420206
957	0.02339920125
958	0.02339617316
959	0.02339325011
960	0.0233861294
961	0.02337990665
962	0.02337804504
963	0.02337535791
964	0.02337030071
965	0.02336750312
966	0.02336416861
967	0.02336211555
968	0.0233578904
969	0.02335335928
970	0.02334867226
971	0.02334594306
972	0.02334371904
973	0.02333915618
974	0.02333769996
975	0.02333400151
976	0.02332774368
977	0.02332052382
978	0.02331610019
979	0.02331354053
980	0.02330939101
981	0.02330737798
982	0.02330578961
983	0.02330000998
984	0.0232966996
985	0.02329318073
986	0.0232894508
987	0.02328592167
988	0.02328390179
989	0.02327961748
990	0.02327646178
991	0.02327412732
992	0.02327056776
993	0.02326750959
994	0.0232614261
995	0.02325648242
996	0.02325259713
997	0.02325210258
998	0.02324808915
999	0.02324621082
